,result
896,中B-COMMENTS_ADJ 行I-COMMENTS_ADJ
897,
898,：B-COMMENTS_ADJ 理B-PRODUCT
899,拒I-COMMENTS_ADJ
900,计B-PRODUCT
901,都I-PRODUCT
902,
903,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
904,也B-BANK 卡I-PRODUCT
905,额B-COMMENTS_N 度I-COMMENTS_N
906,平B-COMMENTS_N 安I-COMMENTS_N
907,啥B-COMMENTS_N 卡I-PRODUCT
908,细B-COMMENTS_N 找I-COMMENTS_N 不B-COMMENTS_ADJ
909,
910,
911,额B-COMMENTS_N 度I-COMMENTS_N
912,
913,负B-COMMENTS_N 单B-PRODUCT 卡I-PRODUCT
914,过B-COMMENTS_ADJ 问B-COMMENTS_ADJ 笑I-COMMENTS_ADJ
915,交B-BANK 通I-BANK 银B-PRODUCT 行I-BANK 就I-PRODUCT 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
916,界B-PRODUCT 卡I-PRODUCT
917,首B-BANK
918,额B-COMMENTS_N 度I-COMMENTS_N 菜B-PRODUCT 卡I-PRODUCT
919,卡I-PRODUCT
920,太B-COMMENTS_ADJ 低I-COMMENTS_ADJ
921,被B-PRODUCT 基B-PRODUCT 金I-PRODUCT
922,业I-BANK
923,子B-PRODUCT 卡I-PRODUCT
924,账B-COMMENTS_N
925,公B-PRODUCT 积I-PRODUCT 多I-COMMENTS_N 临B-COMMENTS_ADJ
926,支B-PRODUCT 付I-PRODUCT 宝I-PRODUCT 金B-COMMENTS_N 融I-COMMENTS_N 金I-COMMENTS_N 投I-COMMENTS_ADJ 金I-PRODUCT 或B-PRODUCT 财I-PRODUCT 偏B-COMMENTS_ADJ 底I-COMMENTS_ADJ
927,平B-COMMENTS_ADJ 安I-BANK
928,額B-COMMENTS_N 度I-COMMENTS_N 就B-COMMENTS_ADJ
929,
930,逾B-COMMENTS_N 期I-COMMENTS_N
931,金I-PRODUCT 卡I-PRODUCT
932,？B-PRODUCT 卡B-PRODUCT 起I-BANK 付B-PRODUCT 金I-PRODUCT 达I-COMMENTS_ADJ
933,
934,去B-BANK 跟I-COMMENTS_ADJ
935,子I-PRODUCT 行I-PRODUCT 别B-COMMENTS_N
936,
937,工B-COMMENTS_N 作I-COMMENTS_N 银B-BANK 行I-BANK
938,额B-COMMENTS_N 度I-COMMENTS_N 审I-COMMENTS_ADJ 了I-COMMENTS_ADJ
939,征B-PRODUCT 信I-PRODUCT 网B-PRODUCT 贷I-PRODUCT 未I-PRODUCT 清B-COMMENTS_ADJ 会I-COMMENTS_ADJ
940,益B-COMMENTS_ADJ 高I-COMMENTS_ADJ 照B-COMMENTS_N 样I-COMMENTS_N 太B-COMMENTS_ADJ 多I-COMMENTS_ADJ
941,那B-COMMENTS_N 里I-COMMENTS_N
942,金B-PRODUCT 卡I-PRODUCT 还I-PRODUCT
943,广B-BANK 发I-BANK 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 费I-COMMENTS_N 9B-PRODUCT
944,
945,兴B-BANK 业I-BANK 2B-BANK
946,益B-COMMENTS_ADJ
947,
948,兴B-BANK 业I-BANK
949,
950,评B-PRODUCT 分I-BANK 低I-PRODUCT 险I-PRODUCT
951,信B-PRODUCT 用B-PRODUCT 必I-PRODUCT 共I-PRODUCT 招B-BANK 行I-BANK 建B-PRODUCT 行I-COMMENTS_N
952,习B-PRODUCT 可B-PRODUCT 能I-PRODUCT 不B-COMMENTS_ADJ 大I-COMMENTS_ADJ
953,额B-COMMENTS_N 度I-COMMENTS_N
954,额B-COMMENTS_N 度I-COMMENTS_N
955,
956,现I-COMMENTS_N 好I-BANK 多I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N
957,工B-BANK 行I-BANK 申B-PRODUCT 卡I-PRODUCT 把B-COMMENTS_N 这I-COMMENTS_N
958,金B-COMMENTS_N 额I-COMMENTS_N 基B-PRODUCT 金I-PRODUCT 基B-COMMENTS_ADJ 金I-COMMENTS_N
959,提B-COMMENTS_N 额I-COMMENTS_N
960,金I-PRODUCT 卡I-PRODUCT 普B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 说B-PRODUCT 普I-PRODUCT
961,类B-BANK 商I-COMMENTS_N 来B-PRODUCT 还B-COMMENTS_N 款I-COMMENTS_N
962,
963,长I-COMMENTS_N 招B-BANK 商I-BANK 银I-BANK 行I-BANK
964,广B-BANK 才B-BANK 行I-COMMENTS_ADJ
965,积B-PRODUCT 金I-PRODUCT 很I-PRODUCT 多I-COMMENTS_ADJ 不B-COMMENTS_ADJ
966,兴B-BANK 业I-BANK
967,工B-BANK 行I-BANK
968,额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 错I-COMMENTS_ADJ
969,
970,额B-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
971,块I-COMMENTS_ADJ
972,平B-BANK 安I-BANK 银I-COMMENTS_ADJ
973,
974,
975,放B-COMMENTS_ADJ 水I-COMMENTS_N
976,城I-PRODUCT 员B-BANK 高I-PRODUCT
977,
978,激B-PRODUCT 活B-COMMENTS_ADJ 激B-COMMENTS_N 活I-COMMENTS_N
979,
980,店B-BANK 铺I-PRODUCT 流B-COMMENTS_N 水I-PRODUCT
981,给B-PRODUCT 客I-PRODUCT
982,4B-BANK
983,国I-PRODUCT 息I-BANK
984,
985,银B-BANK 公B-PRODUCT 积B-PRODUCT 金I-PRODUCT 贷I-PRODUCT
986,遍B-COMMENTS_ADJ
987,户I-COMMENTS_N 说B-COMMENTS_N 不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
988,工B-BANK 行I-BANK
989,
990,
991,度I-COMMENTS_N
992,pB-COMMENTS_N 干I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 注B-COMMENTS_N 销I-COMMENTS_N 逾B-COMMENTS_N 期I-COMMENTS_N
993,征B-BANK 信I-BANK 花I-PRODUCT
994,卡I-BANK 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
995,工B-BANK 行I-BANK
996,
997,后B-COMMENTS_N 兑I-COMMENTS_N 积B-PRODUCT 分I-PRODUCT
998,失I-PRODUCT 示B-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N 提B-COMMENTS_N 额I-COMMENTS_N 呢I-COMMENTS_N
999,金B-PRODUCT 联I-PRODUCT 名I-PRODUCT 卡I-PRODUCT 白B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 吧I-PRODUCT
1000,户I-COMMENTS_N 于B-COMMENTS_ADJ 零I-COMMENTS_ADJ 息I-COMMENTS_N
1001,
1002,额B-COMMENTS_N 度I-COMMENTS_N
1003,额B-COMMENTS_N 度I-COMMENTS_N
1004,浦B-BANK 发I-BANK
1005,消B-COMMENTS_N 费I-COMMENTS_N
1006,理B-PRODUCT 财B-BANK 行I-BANK 理B-PRODUCT 财I-PRODUCT
1007,激B-COMMENTS_N 活I-COMMENTS_N
1008,早B-BANK 交B-BANK 通I-BANK 银I-BANK 行I-BANK
1009,如B-COMMENTS_ADJ
1010,
1011,中B-BANK 信I-BANK 银I-BANK 行I-BANK 呢I-COMMENTS_ADJ
1012,东B-COMMENTS_N 金I-COMMENTS_N 信B-PRODUCT 基B-COMMENTS_N 金I-PRODUCT
1013,
1014,费I-PRODUCT 率I-PRODUCT 忒B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1015, I-COMMENTS_ADJ 刚I-COMMENTS_ADJ
1016,提B-COMMENTS_N 额I-COMMENTS_N
1017,线I-COMMENTS_N 小B-COMMENTS_N 额I-COMMENTS_N
1018,
1019,给B-PRODUCT 公I-PRODUCT 给I-COMMENTS_ADJ
1020,信I-PRODUCT 都I-PRODUCT 上I-COMMENTS_ADJ 拒B-COMMENTS_ADJ
1021,卡B-PRODUCT 都I-COMMENTS_ADJ 招B-BANK 行I-BANK
1022,通I-BANK 工B-BANK 商I-BANK 5B-PRODUCT %I-BANK 国I-COMMENTS_N 。B-BANK 建I-BANK 行I-BANK
1023,利B-COMMENTS_N 息I-COMMENTS_N
1024,负B-COMMENTS_N 债I-COMMENTS_N 高I-COMMENTS_N
1025,
1026,只B-COMMENTS_ADJ 提B-COMMENTS_N 额I-COMMENTS_N
1027,⑤B-PRODUCT 招I-BANK 行I-BANK wB-PRODUCT ⑥I-PRODUCT ⑦B-PRODUCT 兴I-BANK 业I-PRODUCT 2B-COMMENTS_ADJ wI-COMMENTS_ADJ
1028,太B-COMMENTS_N
1029,额B-COMMENTS_N 度I-COMMENTS_N
1030,节I-COMMENTS_N
1031,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1032,用B-COMMENTS_N 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1033,业B-COMMENTS_ADJ
1034,准I-COMMENTS_ADJ 化I-PRODUCT 行I-BANK
1035,
1036,
1037,已B-PRODUCT 兴B-BANK 业I-PRODUCT 信I-BANK
1038,汇I-COMMENTS_ADJ 美I-PRODUCT 汇B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1039,广B-BANK 发I-BANK 好B-COMMENTS_ADJ 行I-COMMENTS_ADJ
1040,额B-COMMENTS_N 度I-COMMENTS_N
1041,
1042,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1043,兴B-BANK 业I-BANK
1044,二B-PRODUCT 卡I-PRODUCT
1045,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1046,额I-COMMENTS_N 觉B-BANK 得I-BANK
1047,
1048,邮B-COMMENTS_ADJ 政I-PRODUCT
1049,积B-PRODUCT 分I-PRODUCT 积B-PRODUCT 分I-PRODUCT
1050,
1051,
1052,邮B-PRODUCT 贷B-PRODUCT
1053,
1054,
1055,5I-PRODUCT kI-COMMENTS_N
1056,就B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1057,
1058,
1059,进B-COMMENTS_N
1060,审I-PRODUCT 征B-COMMENTS_N 者I-PRODUCT
1061,光B-COMMENTS_N 大I-COMMENTS_ADJ
1062,贷I-PRODUCT
1063,交B-PRODUCT 通I-COMMENTS_N
1064,爱B-BANK 卡I-BANK 被I-COMMENTS_N
1065,银B-BANK 行I-BANK 逾B-PRODUCT 期I-PRODUCT 打I-COMMENTS_N
1066,被B-BANK 银I-BANK 人B-BANK ！I-COMMENTS_N 中I-BANK
1067,理B-PRODUCT 财I-PRODUCT 理B-PRODUCT 余I-PRODUCT 不I-COMMENTS_ADJ 多I-PRODUCT 期I-COMMENTS_N
1068,
1069,分B-PRODUCT 期I-PRODUCT 小B-PRODUCT 黑I-PRODUCT
1070,
1071,利I-BANK 卡B-PRODUCT
1072,商I-BANK
1073,临B-COMMENTS_N 时I-COMMENTS_N 期I-PRODUCT 注B-COMMENTS_N 销I-COMMENTS_N
1074,积B-PRODUCT 分I-PRODUCT
1075,
1076,工B-BANK 额B-COMMENTS_N 度I-COMMENTS_N
1077,分I-PRODUCT 2I-PRODUCT 分B-PRODUCT 期I-PRODUCT 也B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1078,浦B-BANK 发I-BANK
1079,定I-PRODUCT 白I-PRODUCT 金I-PRODUCT
1080,利B-COMMENTS_N
1081,益B-PRODUCT
1082,兴B-BANK 业I-BANK
1083,动B-COMMENTS_ADJ
1084,邮B-BANK 储B-BANK 广I-BANK 发I-BANK 发I-BANK
1085,
1086,招B-BANK 行I-BANK 的B-PRODUCT 卡I-PRODUCT
1087,
1088,建B-BANK 行I-BANK 只B-PRODUCT
1089,神B-COMMENTS_ADJ 帮I-COMMENTS_ADJ
1090,能I-COMMENTS_ADJ 关B-COMMENTS_ADJ 闭I-COMMENTS_ADJ 建B-BANK 行I-BANK
1091,业B-COMMENTS_ADJ 好I-COMMENTS_N 养I-COMMENTS_ADJ
1092,额B-COMMENTS_N 度I-COMMENTS_N
1093,汇B-BANK 丰I-BANK 银I-PRODUCT 行I-BANK 个B-PRODUCT 破I-PRODUCT
1094,贷B-PRODUCT 贷B-PRODUCT 中B-BANK 国I-BANK 银I-BANK 行I-BANK 工B-BANK 行I-BANK
1095,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 额I-PRODUCT 度I-COMMENTS_N 羡B-COMMENTS_ADJ 慕I-COMMENTS_ADJ
1096,公B-PRODUCT 。B-COMMENTS_ADJ 他I-COMMENTS_ADJ
1097,储B-PRODUCT 信I-PRODUCT 逾I-COMMENTS_N 多B-COMMENTS_ADJ
1098,太B-PRODUCT 抠B-PRODUCT 门I-PRODUCT 大I-COMMENTS_ADJ 谢I-COMMENTS_ADJ
1099,农B-BANK 行I-BANK 的B-PRODUCT 首I-PRODUCT 卡I-PRODUCT
1100,二B-BANK 卡B-COMMENTS_ADJ
1101,高B-PRODUCT 多I-COMMENTS_ADJ 少I-COMMENTS_ADJ
1102,
1103,激B-COMMENTS_N 活I-COMMENTS_N 不B-COMMENTS_ADJ 是I-COMMENTS_ADJ
1104,恨I-COMMENTS_ADJ
1105,开B-COMMENTS_ADJ
1106,不B-COMMENTS_ADJ 能I-COMMENTS_ADJ
1107,真I-COMMENTS_N
1108,
1109,中I-BANK
1110,前B-COMMENTS_ADJ 续I-COMMENTS_N 好I-COMMENTS_ADJ
1111,简B-PRODUCT
1112,额B-COMMENTS_N 度I-COMMENTS_N
1113,建B-COMMENTS_ADJ 行I-COMMENTS_ADJ
1114,征B-PRODUCT 信I-PRODUCT 团I-PRODUCT 菜B-COMMENTS_N 卡I-COMMENTS_N 羊B-COMMENTS_ADJ 毛B-COMMENTS_ADJ 注B-COMMENTS_N 销I-COMMENTS_N
1115,征B-PRODUCT 信I-PRODUCT
1116,提B-COMMENTS_N 额I-COMMENTS_N
1117,真B-PRODUCT 实I-COMMENTS_N 消I-PRODUCT 费I-PRODUCT
1118,预B-BANK 付I-BANK
1119,慌I-COMMENTS_ADJ
1120,银B-BANK
1121,分B-PRODUCT 期I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1122,
1123,紧B-COMMENTS_ADJ
1124,旅B-PRODUCT 白I-PRODUCT
1125,没B-COMMENTS_ADJ
1126,，B-PRODUCT 必I-PRODUCT 不B-COMMENTS_ADJ
1127,
1128,不B-COMMENTS_ADJ 怕I-COMMENTS_ADJ 不B-COMMENTS_ADJ 出I-COMMENTS_ADJ
1129,卡I-PRODUCT
1130,定B-PRODUCT 额B-COMMENTS_N 存I-COMMENTS_N
1131,建B-BANK 设I-BANK 银I-BANK 高I-COMMENTS_ADJ
1132,信I-PRODUCT 发I-BANK
1133,低B-PRODUCT 金I-PRODUCT 期I-PRODUCT 存I-PRODUCT
1134,
1135,额B-COMMENTS_N 度I-COMMENTS_N 高B-COMMENTS_ADJ 呀I-COMMENTS_ADJ
1136,
1137,
1138,首B-COMMENTS_N 卡I-PRODUCT
1139,秒B-COMMENTS_ADJ 批I-COMMENTS_ADJ
1140,逾B-COMMENTS_N 追B-COMMENTS_ADJ 杀I-COMMENTS_ADJ
1141,平B-BANK 安I-BANK
1142,这B-BANK 行I-BANK 发B-BANK 行I-BANK 量B-COMMENTS_ADJ
1143,逾B-COMMENTS_N 期I-COMMENTS_N 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1144,
1145,信I-PRODUCT
1146,
1147,审I-COMMENTS_ADJ 批I-COMMENTS_ADJ
1148,浦B-BANK 发I-BANK
1149,利B-COMMENTS_N 息I-COMMENTS_N
1150,
1151,交B-BANK 行I-BANK
1152,
1153,等B-COMMENTS_N 卡I-COMMENTS_N
1154,
1155,员B-PRODUCT 积B-BANK 分I-BANK 也B-PRODUCT 没I-PRODUCT 费I-PRODUCT 就B-COMMENTS_ADJ 卖I-COMMENTS_ADJ
1156,不B-COMMENTS_ADJ 急I-COMMENTS_ADJ
1157,卡I-COMMENTS_N 才I-PRODUCT 两B-BANK 行I-BANK 仁B-PRODUCT 金I-PRODUCT 卡I-PRODUCT 卡I-PRODUCT 兴I-COMMENTS_ADJ 了B-COMMENTS_ADJ 持B-COMMENTS_ADJ 建B-COMMENTS_ADJ
1158,试B-BANK 建I-BANK 行I-BANK 快B-COMMENTS_ADJ 贷I-PRODUCT
1159,从B-PRODUCT 发I-PRODUCT 吧I-PRODUCT
1160,行I-PRODUCT 卡B-PRODUCT 招B-BANK 行I-BANK 浦B-BANK 发I-BANK
1161,额B-COMMENTS_N 度I-COMMENTS_N 年B-COMMENTS_N
1162,利B-PRODUCT 卡I-PRODUCT
1163,征B-PRODUCT 信I-PRODUCT
1164,银B-BANK 行I-BANK
1165,招B-BANK 行I-BANK
1166,少I-COMMENTS_ADJ
1167,到I-COMMENTS_ADJ 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1168,
1169,多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1170,额B-COMMENTS_N 度I-COMMENTS_N
1171,卡I-PRODUCT 提B-COMMENTS_N 额I-COMMENTS_N
1172,楚I-COMMENTS_ADJ
1173,
1174,不B-COMMENTS_ADJ 多I-COMMENTS_ADJ
1175,
1176,拒I-COMMENTS_ADJ
1177,拒B-PRODUCT 短I-PRODUCT
1178,额B-COMMENTS_N 度I-COMMENTS_N
1179,金B-COMMENTS_N 额I-COMMENTS_N
1180,复B-COMMENTS_ADJ
1181,
1182,多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1183,心B-COMMENTS_ADJ 累I-COMMENTS_ADJ
1184,激B-COMMENTS_N 活I-PRODUCT
1185,这I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 就I-COMMENTS_N
1186,渤B-BANK 海I-BANK 销B-COMMENTS_N 卡I-PRODUCT
1187,着B-COMMENTS_ADJ
1188,
1189,手B-PRODUCT 续I-PRODUCT 费I-COMMENTS_N
1190,
1191,心I-COMMENTS_ADJ
1192,
1193,
1194,江I-PRODUCT
1195,说I-COMMENTS_N 心B-COMMENTS_ADJ 慌I-COMMENTS_ADJ
1196,高B-COMMENTS_ADJ 手B-COMMENTS_ADJ 和I-COMMENTS_ADJ 选B-BANK 择I-BANK
1197,卡I-PRODUCT
1198,额B-COMMENTS_N 度I-COMMENTS_N
1199,
1200,
1201,
1202,
1203,掌B-PRODUCT 上I-PRODUCT 生B-PRODUCT 活I-PRODUCT
1204,额B-COMMENTS_N 度I-COMMENTS_N
1205,
1206,
1207,河I-COMMENTS_N
1208,建B-BANK 行I-BANK 3B-BANK wI-BANK 工B-BANK 行I-BANK
1209,额B-COMMENTS_N 度I-COMMENTS_N
1210,子I-PRODUCT 的B-PRODUCT 卡I-PRODUCT 啥B-COMMENTS_ADJ 用I-COMMENTS_ADJ
1211,卡B-COMMENTS_N 批I-COMMENTS_ADJ
1212,逾B-COMMENTS_N 期I-PRODUCT
1213,字B-PRODUCT 卡I-PRODUCT 基B-PRODUCT 金I-PRODUCT
1214,行I-BANK 不B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1215,
1216,
1217,按B-COMMENTS_ADJ 分B-PRODUCT 期I-PRODUCT 还B-COMMENTS_N 款I-COMMENTS_N
1218,银B-COMMENTS_ADJ 行I-BANK 信I-BANK 款I-COMMENTS_N 能I-COMMENTS_N
1219,率I-COMMENTS_N
1220,卡I-PRODUCT
1221,邮B-BANK 政B-PRODUCT 贷I-PRODUCT 款I-PRODUCT
1222,
1223,借B-COMMENTS_N 贷B-COMMENTS_ADJ 款I-COMMENTS_ADJ
1224,征B-PRODUCT 信I-PRODUCT
1225,
1226,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1227,
1228,来B-PRODUCT 多I-PRODUCT 卡I-PRODUCT 进I-PRODUCT 很B-COMMENTS_ADJ
1229,额B-COMMENTS_N 度I-COMMENTS_N 很I-COMMENTS_ADJ 快I-COMMENTS_ADJ
1230,地B-COMMENTS_N 户I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 低I-COMMENTS_ADJ
1231,征B-PRODUCT 信I-PRODUCT
1232,招B-BANK 商I-BANK 准B-PRODUCT 9B-COMMENTS_ADJ
1233,额B-COMMENTS_N 度I-COMMENTS_N
1234,2I-PRODUCT 普B-PRODUCT 卡I-PRODUCT
1235,捷B-PRODUCT 支I-PRODUCT 像B-BANK 刷I-BANK 碰I-COMMENTS_N
1236,储B-PRODUCT 蓄I-PRODUCT 卡I-PRODUCT
1237,吧I-COMMENTS_ADJ
1238,积B-PRODUCT 分I-PRODUCT
1239,招B-BANK 行I-BANK 多B-COMMENTS_ADJ 么I-COMMENTS_ADJ
1240,?I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1241,额B-COMMENTS_N 度I-COMMENTS_N 率I-COMMENTS_N 自B-PRODUCT 己I-COMMENTS_ADJ 开B-COMMENTS_N 通I-COMMENTS_N 又B-COMMENTS_ADJ
1242,短B-PRODUCT 信I-COMMENTS_N
1243,招B-BANK 行I-BANK 浦B-BANK 发I-BANK
1244,用B-BANK 啥I-BANK 信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT
1245,人B-COMMENTS_ADJ 寿I-PRODUCT
1246,满B-COMMENTS_ADJ 意I-COMMENTS_ADJ
1247,
1248,
1249,招B-BANK 商I-BANK
1250,
1251,活I-COMMENTS_N
1252,把B-COMMENTS_ADJ 搬I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1253,额B-COMMENTS_N 还I-COMMENTS_N
1254,
1255,个I-PRODUCT 卡I-PRODUCT 点B-COMMENTS_N
1256,多B-COMMENTS_ADJ 问I-COMMENTS_ADJ 下I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1257,
1258,分I-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1259,需B-COMMENTS_ADJ 和B-BANK 银B-BANK 行I-BANK
1260,额B-COMMENTS_N 度I-COMMENTS_N
1261,打B-COMMENTS_ADJ 信I-BANK 多B-COMMENTS_ADJ 少B-COMMENTS_N 期I-PRODUCT
1262,理B-BANK 财I-BANK 花I-PRODUCT
1263,结B-COMMENTS_ADJ 果I-COMMENTS_ADJ 快I-COMMENTS_ADJ
1264,不B-COMMENTS_ADJ 缺I-COMMENTS_ADJ
1265,
1266,额B-PRODUCT 度I-COMMENTS_N
1267,平B-BANK 储B-PRODUCT
1268,提B-COMMENTS_N 额I-COMMENTS_N 幅I-COMMENTS_N 度I-COMMENTS_N 低I-COMMENTS_ADJ 样B-COMMENTS_ADJ 子I-COMMENTS_ADJ
1269,安B-COMMENTS_ADJ 心I-COMMENTS_ADJ
1270,卡B-PRODUCT
1271,设I-BANK
1272,
1273,好B-COMMENTS_N 卡I-COMMENTS_N
1274,化I-PRODUCT 也B-BANK 好I-BANK
1275,额B-COMMENTS_N 度I-COMMENTS_N
1276,积B-PRODUCT
1277,金I-PRODUCT 促B-PRODUCT 销B-PRODUCT 卡I-PRODUCT
1278,公B-PRODUCT 积I-PRODUCT 金I-PRODUCT
1279,高I-COMMENTS_ADJ 卡I-PRODUCT
1280,额B-COMMENTS_N 度I-COMMENTS_N
1281,财I-PRODUCT
1282,首B-COMMENTS_N 提I-COMMENTS_N
1283,浦B-BANK 发I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 调B-COMMENTS_ADJ
1284,光B-BANK 大I-BANK
1285,…B-COMMENTS_N 需I-COMMENTS_N 不B-COMMENTS_ADJ 好I-COMMENTS_ADJ
1286,卡B-PRODUCT
1287,本B-COMMENTS_N 金I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1288,的B-BANK 证B-COMMENTS_ADJ 有I-COMMENTS_ADJ
1289,DB-COMMENTS_ADJ eB-PRODUCT 卡I-PRODUCT
1290,支I-PRODUCT
1291,浦B-BANK 发I-BANK 额B-COMMENTS_N 度I-COMMENTS_N 问B-COMMENTS_ADJ 题I-COMMENTS_ADJ
1292,主B-PRODUCT 金I-PRODUCT 也I-PRODUCT 返B-COMMENTS_N 现I-COMMENTS_N
1293,方B-COMMENTS_ADJ 便I-COMMENTS_ADJ
1294,支B-PRODUCT 付I-PRODUCT 积B-PRODUCT 金I-PRODUCT 积B-COMMENTS_N 分I-COMMENTS_N 值B-PRODUCT
1295,费I-COMMENTS_N
1296,激B-COMMENTS_N 活I-COMMENTS_N
1297,息I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1298,中I-BANK 信I-PRODUCT
1299,平B-BANK 安I-BANK 银I-BANK 行I-PRODUCT
1300,
1301,下B-COMMENTS_N 卡I-COMMENTS_N 给B-COMMENTS_ADJ 批I-COMMENTS_ADJ
1302,
1303,费I-COMMENTS_N
1304,
1305,中B-BANK 行I-BANK
1306,额B-COMMENTS_N 度I-COMMENTS_N 得B-COMMENTS_ADJ
1307,动B-COMMENTS_ADJ 哈I-COMMENTS_ADJ
1308,
1309,分B-PRODUCT 逾B-COMMENTS_N 期I-COMMENTS_N 分B-PRODUCT 期I-PRODUCT 还B-PRODUCT 款I-COMMENTS_N
1310,能B-COMMENTS_ADJ 多B-COMMENTS_ADJ
1311,二B-COMMENTS_ADJ
1312,
1313,还B-PRODUCT 是I-PRODUCT 长B-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 不B-COMMENTS_ADJ 大I-COMMENTS_ADJ
1314,现B-PRODUCT 卡I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N 多B-COMMENTS_ADJ 少I-COMMENTS_ADJ
1315,
1316,中B-BANK 信I-BANK
1317,额B-COMMENTS_N 度I-COMMENTS_N 菜B-COMMENTS_N 卡I-COMMENTS_N
1318,常B-PRODUCT 卡I-PRODUCT
1319,这B-COMMENTS_N 卡I-COMMENTS_N 费B-PRODUCT 贷I-COMMENTS_N 卡B-PRODUCT
1320,
1321,不B-COMMENTS_ADJ 分I-COMMENTS_ADJ
1322,如I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 分I-COMMENTS_N 不B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N
1323,广B-BANK 发I-BANK 不B-PRODUCT 要I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 征B-PRODUCT 信I-COMMENTS_N 征B-PRODUCT 信I-PRODUCT 额B-COMMENTS_N 度I-COMMENTS_N
1324,额B-COMMENTS_N 度I-COMMENTS_N 低I-COMMENTS_ADJ
1325,分B-PRODUCT 期I-PRODUCT ，I-PRODUCT 分B-PRODUCT 期I-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N 再B-COMMENTS_ADJ 额B-COMMENTS_N 度I-COMMENTS_N 定B-COMMENTS_N 额B-COMMENTS_N 度I-COMMENTS_N
1326,注B-COMMENTS_N 销I-COMMENTS_N
1327,
1328,
1329,
1330,
1331,sB-PRODUCT mI-PRODUCT 影B-COMMENTS_N 院I-COMMENTS_N 看I-COMMENTS_N
1332,不B-COMMENTS_ADJ 高I-COMMENTS_ADJ
1333,
1334,兴B-BANK 业I-BANK 银I-BANK 贷I-PRODUCT 太B-PRODUCT 深I-COMMENTS_ADJ 手B-PRODUCT 续I-PRODUCT 费I-PRODUCT
1335,广B-PRODUCT
1336,积B-BANK 分I-BANK 拿B-BANK 卡B-PRODUCT 充I-PRODUCT 值B-BANK ，I-COMMENTS_ADJ
1337,水I-PRODUCT 五B-COMMENTS_ADJ 分I-PRODUCT 有I-BANK
1338,信B-PRODUCT 用I-PRODUCT 卡I-PRODUCT 生B-COMMENTS_N
1339,卡I-PRODUCT
1340,额B-COMMENTS_N 度I-COMMENTS_N 激B-COMMENTS_N 活I-COMMENTS_N aB-PRODUCT pI-PRODUCT 卡B-COMMENTS_ADJ
1341,额B-COMMENTS_N 度I-COMMENTS_N 很B-COMMENTS_ADJ 快I-COMMENTS_ADJ
1342,金B-PRODUCT 东I-PRODUCT 金I-PRODUCT
